GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000147687	8	125500726	125551699	105	16	91261	1.6178	0.052857	TATDN1
ENSG00000147684	8	125551344	125580751	128	20	91261	0.41	0.3409	NDUFB9
ENSG00000170873	8	125563031	125740730	657	75	91261	-0.71305	0.76209	MTSS1
ENSG00000180938	8	125985540	125991631	9	2	91261	-0.43231	0.66724	ZNF572
ENSG00000104549	8	126010739	126034525	86	9	91261	0.80697	0.20984	SQLE
ENSG00000164961	8	126036502	126104082	263	10	91261	0.24295	0.40402	KIAA0196
ENSG00000156831	8	126103921	126379362	579	42	91261	-0.82663	0.79578	NSMCE2
ENSG00000173334	8	126442563	126450647	21	9	91261	0.90296	0.18327	TRIB1
ENSG00000168672	8	127564687	127570638	4	2	91261	0.91281	0.18067	FAM84B
ENSG00000212993	8	128426535	128432311	35	6	91261	1.3968	0.081243	POU5F1B
ENSG00000136997	8	128747680	128753674	18	8	91261	1.2677	0.10244	MYC
ENSG00000256655	8	128959126	128960591	1	1	91261	1.3565	0.08747	TMEM75
ENSG00000147697	8	130760442	130799134	110	18	91261	0.80146	0.21143	GSDMC
ENSG00000153310	8	130851839	131029375	333	31	91261	0.31023	0.37819	FAM49B
ENSG00000153317	8	131064353	131455906	1195	35	91261	-0.97929	0.83628	ASAP1
ENSG00000155897	8	131792547	132054672	900	56	91261	-2.2301	0.98713	ADCY8
ENSG00000132294	8	132916335	133025889	314	20	91261	-1.5862	0.94366	EFR3A
ENSG00000253117	8	133036467	133071627	129	14	91261	-1.0097	0.84368	OC90
ENSG00000258417	8	133036467	133097902	183	23	91261	-1.053	0.85383	OC90
ENSG00000132297	8	133073733	133123406	195	31	91261	0.52149	0.30101	HHLA1
ENSG00000184156	8	133133108	133493200	1239	96	91261	-1.2989	0.90301	KCNQ3
ENSG00000129295	8	133584320	133687838	138	15	91261	0.74247	0.2289	LRRC6
ENSG00000165071	8	133697253	133772958	252	14	91261	0.0053426	0.49787	TMEM71
ENSG00000129292	8	133787618	133861052	123	13	91261	-0.35238	0.63772	PHF20L1
ENSG00000042832	8	133879203	134147147	906	50	91261	-1.0683	0.85732	TG
ENSG00000155926	8	134048973	134115298	274	17	91261	-0.78995	0.78522	SLA
ENSG00000104415	8	134203282	134242587	125	26	91261	0.23777	0.40603	WISP1
ENSG00000104419	8	134249414	134314265	233	39	91261	0.81668	0.20706	NDRG1
ENSG00000008513	8	134467091	134584183	447	77	91261	-0.16503	0.56554	ST3GAL1
ENSG00000066827	8	135490031	135725292	770	40	91261	-0.55995	0.71224	ZFAT
ENSG00000131773	8	136469700	136668965	438	25	91261	1.2518	0.10532	KHDRBS3
ENSG00000147724	8	139142266	139509065	1284	108	91261	0.0066837	0.49733	FAM135B
ENSG00000169436	8	139600478	139926249	1156	118	91261	-0.55024	0.70892	COL22A1
ENSG00000169427	8	140613081	140715299	279	43	91261	0.14338	0.44299	KCNK9
ENSG00000167632	8	140742586	141468678	2152	158	91261	-1.0211	0.84639	TRAPPC9
ENSG00000250733	8	140943416	140946190	8	3	91261	0.18249	0.4276	C8orf17
ENSG00000104472	8	141521397	141527236	13	6	91261	0.25949	0.39763	CHRAC1
ENSG00000123908	8	141541264	141645718	312	33	91261	0.40598	0.34238	AGO2
ENSG00000169398	8	141667999	142012315	541	13	91261	2.1996	0.013917	PTK2
ENSG00000105339	8	142127377	142205907	177	35	91261	-1.0352	0.84971	DENND3
ENSG00000022567	8	142217265	142318404	351	39	91261	1.3408	0.089985	SLC45A4
ENSG00000254019	8	142264664	142266916	8	3	91261	1.8961	0.028974	RP11-10J21.3
ENSG00000204882	8	142366600	142377367	39	8	91261	0.39641	0.3459	GPR20
ENSG00000184489	8	142402093	142441620	105	15	91261	2.0061	0.022421	PTP4A3
ENSG00000226490	8	142524738	142528837	18	5	91261	0.29219	0.38507	AC138647.1
ENSG00000171045	8	143293441	143484601	640	34	91261	-0.70592	0.75988	TSNARE1
ENSG00000181790	8	143530791	143626370	203	36	91261	-0.28841	0.61348	BAI1
ENSG00000198576	8	143692405	143696833	15	3	91261	0.75275	0.2258	ARC
ENSG00000167653	8	143751726	143764142	62	5	91261	-0.36972	0.64421	PSCA
ENSG00000160886	8	143781529	143786545	16	2	91261	0.84858	0.19806	LY6K
ENSG00000130193	8	143808621	143818345	26	7	91261	0.91543	0.17998	THEM6
ENSG00000126233	8	143822362	143823829	1	1	91261	-1.4024	0.9196	SLURP1
ENSG00000197353	8	143831568	143833952	9	2	91261	1.0637	0.14373	LYPD2
ENSG00000180155	8	143845752	143859640	45	11	91261	0.25593	0.399	LYNX1
ENSG00000167656	8	143866296	143868008	7	3	91261	-1.4672	0.92884	LY6D
ENSG00000104499	8	143915663	143997922	313	13	91261	-0.87292	0.80865	GML
ENSG00000160882	8	143953772	143961262	39	4	91261	-0.73769	0.76965	CYP11B1
ENSG00000179142	8	143991975	143999259	36	4	91261	-0.56523	0.71404	CYP11B2
ENSG00000160932	8	144099399	144105249	17	6	91261	0.36522	0.35748	LY6E
ENSG00000177335	8	144120626	144141359	71	5	91261	0.061408	0.47552	C8orf31
ENSG00000261667	8	144161874	144164418	8	4	91261	0.17237	0.43157	RP11-520P18.5
ENSG00000176956	8	144239331	144242128	8	3	91261	0.37577	0.35354	LY6H
ENSG00000182851	8	144295068	144299044	17	5	91261	1.387	0.082724	GPIHBP1
ENSG00000181638	8	144328991	144344875	38	7	91261	-0.28383	0.61173	ZFP41
ENSG00000264668	8	144329280	144358573	81	7	91261	-0.060779	0.52423	ZFP41
ENSG00000250571	8	144349603	144359101	32	4	91261	-0.010324	0.50412	GLI4
ENSG00000185730	8	144371846	144380231	32	3	91261	-0.57198	0.71633	ZNF696
ENSG00000184428	8	144386554	144442149	195	17	91261	-1.0269	0.84777	TOP1MT
ENSG00000158106	8	144451057	144466390	41	7	91261	-0.099049	0.53945	RHPN1
ENSG00000182759	8	144501352	144512576	53	11	91261	0.14149	0.44374	MAFA
ENSG00000014164	8	144519825	144623623	294	28	91261	0.39834	0.34519	ZC3H3
ENSG00000104518	8	144635377	144645232	35	9	91261	1.2527	0.10516	GSDMD
ENSG00000204839	8	144648357	144655141	22	5	91261	1.0709	0.1421	MROH6
ENSG00000147813	8	144656955	144660819	16	5	91261	0.14173	0.44365	NAPRT1
ENSG00000104529	8	144661867	144681711	82	10	91261	-0.68706	0.75398	EEF1D
ENSG00000179886	8	144680074	144682485	6	3	91261	-0.13933	0.55541	TIGD5
ENSG00000104524	8	144686083	144691943	21	6	91261	-0.33823	0.6324	PYCRL
ENSG00000104522	8	144694788	144700218	20	5	91261	-0.19749	0.57828	TSTA3
ENSG00000183309	8	144718183	144735900	57	10	91261	0.082576	0.46709	ZNF623
ENSG00000181135	8	144766622	144796068	85	15	91261	0.2282	0.40975	ZNF707
ENSG00000255181	8	144788864	144790279	2	1	91261	0.64027	0.261	CCDC166
ENSG00000181085	8	144798429	144804628	23	8	91261	0.27499	0.39166	MAPK15
ENSG00000180921	8	144806103	144815971	29	5	91261	-0.43862	0.66953	FAM83H
ENSG00000180900	8	144873090	144897549	67	15	91261	0.13063	0.44803	SCRIB
ENSG00000179950	8	144898514	144912029	28	7	91261	0.016537	0.4934	PUF60
ENSG00000185189	8	144915764	144924200	11	5	91261	-0.3212	0.62597	NRBP2
ENSG00000227184	8	144939497	144952632	34	13	91261	0.79473	0.21339	EPPK1
ENSG00000178209	8	144989321	145050902	159	9	91261	0.17249	0.43153	PLEC
ENSG00000178685	8	145051321	145086940	61	5	91261	-0.28856	0.61354	PARP10
ENSG00000178719	8	145064226	145067583	3	1	91261	-1.1797	0.88093	GRINA
ENSG00000186583	8	145086582	145101933	19	6	91261	-2.0117	0.97787	SPATC1
ENSG00000178814	8	145106167	145118735	22	4	91261	0.29056	0.3857	OPLAH
ENSG00000178896	8	145133529	145135550	1	1	91261	0.10598	0.4578	EXOSC4
ENSG00000197858	8	145137493	145141119	5	2	91261	-0.31164	0.62234	GPAA1
ENSG00000179091	8	145149930	145152428	2	1	91261	1.7126	0.043396	CYC1
ENSG00000179526	8	145153536	145163027	15	3	91261	-0.67721	0.75086	SHARPIN
ENSG00000179632	8	145159402	145162514	3	1	91261	-0.14659	0.55827	MAF1
ENSG00000179698	8	145162629	145173218	21	4	91261	-0.31308	0.62289	KIAA1875
ENSG00000179832	8	145202919	145316843	95	13	91261	0.21185	0.41611	MROH1
ENSG00000170727	8	145486055	145515082	41	6	91261	0.31165	0.37765	BOP1
ENSG00000185122	8	145515280	145538385	41	3	91261	0.45878	0.3232	HSF1
ENSG00000185000	8	145539954	145550573	19	5	91261	-0.22089	0.58741	DGAT1
ENSG00000170616	8	145554228	145559943	5	3	91261	-1.1213	0.86892	SCRT1
ENSG00000214597	8	145575878	145578574	5	1	91261	-0.20604	0.58162	TMEM249
ENSG00000271698	8	145576888	145579269	5	1	91261	-0.19842	0.57864	GS1-393G12.13
ENSG00000185803	8	145577795	145584932	12	3	91261	0.15576	0.43811	SLC52A2
ENSG00000182325	8	145579091	145583036	4	1	91261	-0.56862	0.71519	FBXL6
ENSG00000173137	8	145596790	145618457	29	6	91261	-0.66322	0.74641	ADCK5
ENSG00000071894	8	145618444	145634753	20	4	91261	-0.67461	0.75004	CPSF1
ENSG00000147804	8	145635126	145642279	19	7	91261	1.0215	0.15351	SLC39A4
ENSG00000160948	8	145649000	145653931	10	4	91261	2.0629	0.01956	VPS28
ENSG00000160949	8	145654165	145669827	52	3	91261	1.8787	0.030143	TONSL
ENSG00000187954	8	145674965	145691060	31	6	91261	-0.66976	0.74849	CYHR1
ENSG00000167702	8	145691426	145699585	7	4	91261	0.10767	0.45713	KIFC2
ENSG00000160973	8	145698795	145701718	2	1	91261	0.55255	0.29029	FOXH1
ENSG00000160972	8	145703352	145727504	34	7	91261	0.16019	0.43637	PPP1R16A
ENSG00000167701	8	145728356	145732557	6	2	91261	0.58185	0.28033	GPT
ENSG00000167700	8	145734457	145736596	1	1	91261	-0.21675	0.5858	MFSD3
ENSG00000160957	8	145736667	145743229	14	3	91261	-0.31076	0.62201	RECQL4
ENSG00000160959	8	145743376	145750557	12	4	91261	0.65476	0.25631	LRRC14
ENSG00000254402	8	145747761	145752416	6	3	91261	-0.52805	0.70127	LRRC24
ENSG00000213563	8	145751117	145754516	3	1	91261	-0.8776	0.80992	C8orf82
ENSG00000147799	8	145754563	145911194	215	20	91261	-0.9746	0.83512	ARHGAP39
ENSG00000198169	8	145946298	145981802	56	17	91261	-1.3098	0.90486	ZNF251
ENSG00000196378	8	145998499	146012730	36	4	91261	-0.063282	0.52523	ZNF34
ENSG00000161016	8	146015150	146017972	7	3	91261	-1.7799	0.96246	RPL8
ENSG00000197363	8	146024261	146036554	52	7	91261	0.22781	0.4099	ZNF517
ENSG00000147789	8	146052849	146072894	64	8	91261	0.37085	0.35537	ZNF7
ENSG00000170619	8	146066427	146079121	52	6	91261	-0.15709	0.56241	COMMD5
ENSG00000196150	8	146076632	146127553	83	11	91261	-0.74155	0.77082	ZNF250
ENSG00000170631	8	146155744	146176274	46	7	91261	2.083	0.018626	ZNF16
ENSG00000182307	8	146277764	146281416	6	3	91261	1.3655	0.086043	C8orf33
ENSG00000170122	9	116237	118417	1	1	91261	-0.03184	0.5127	FOXD4
ENSG00000172785	9	121041	188979	37	7	91261	-0.44318	0.67118	CBWD1
ENSG00000183784	9	213108	215893	19	7	91261	0.77175	0.22013	C9orf66
ENSG00000107099	9	214854	465259	1295	66	91261	1.2892	0.098672	DOCK8
ENSG00000107104	9	470291	746105	1387	46	91261	-0.88603	0.8122	KANK1
ENSG00000137090	9	841690	969090	666	58	91261	-0.2669	0.60523	DMRT1
ENSG00000064218	9	976964	991731	52	8	91261	-0.92298	0.82199	DMRT3
ENSG00000173253	9	1050354	1057552	37	9	91261	-0.45563	0.67567	DMRT2
ENSG00000080503	9	2015342	2193624	660	85	91261	0.36635	0.35705	SMARCA2
ENSG00000147852	9	2621834	2660053	125	22	91261	0.31306	0.37712	VLDLR
ENSG00000168263	9	2717502	2730037	33	9	91261	-0.99738	0.84071	KCNV2
ENSG00000080608	9	2720469	2844241	364	43	91261	0.065661	0.47382	KIAA0020
ENSG00000080298	9	3218297	3526004	754	37	91261	0.18969	0.42478	RFX3
ENSG00000203286	9	3452305	3469181	29	6	91261	-0.77639	0.78124	AL365202.1
ENSG00000107249	9	3824127	4348392	2222	172	91261	-1.2235	0.88942	GLIS3
ENSG00000106688	9	4490444	4587469	339	42	91261	-0.95225	0.82951	SLC1A1
ENSG00000106686	9	4553386	4666674	466	43	91261	-0.10422	0.5415	SPATA6L
ENSG00000205808	9	4662298	4665256	8	4	91261	-0.15216	0.56047	PPAPDC2
ENSG00000106993	9	4679559	4708398	79	8	91261	0.0093871	0.49626	CDC37L1
ENSG00000147853	9	4711155	4742043	181	20	91261	0.56722	0.28528	AK3
ENSG00000120158	9	4792869	4885917	315	28	91261	-0.95212	0.82948	RCL1
ENSG00000096968	9	4985033	5128183	375	15	91261	1.2559	0.10458	JAK2
ENSG00000268155	9	5077163	5084580	18	4	91261	0.57322	0.28325	AL161450.1
ENSG00000120210	9	5131979	5185668	149	5	91261	1.9422	0.026059	INSL6
ENSG00000120211	9	5231419	5235304	6	2	91261	1.8602	0.03143	INSL4
ENSG00000107014	9	5299868	5304969	8	3	91261	-0.17248	0.56847	RLN2
ENSG00000107018	9	5334969	5339873	14	3	91261	0.91815	0.17927	RLN1
ENSG00000107020	9	5357973	5437878	280	23	91261	-0.55429	0.71031	PLGRKT
ENSG00000120217	9	5450503	5470566	67	11	91261	-0.039261	0.51566	CD274
ENSG00000197646	9	5510545	5571282	158	31	91261	0.33114	0.37027	PDCD1LG2
ENSG00000107036	9	5629025	5776557	399	26	91261	-0.49949	0.69128	KIAA1432
ENSG00000099219	9	5765076	5833117	165	14	91261	-0.015598	0.50622	ERMP1
ENSG00000183354	9	5881596	6007901	289	18	91261	0.50195	0.30785	KIAA2026
ENSG00000120215	9	5890802	5910606	42	10	91261	-0.71141	0.76159	MLANA
ENSG00000137040	9	6011043	6015618	6	2	91261	-0.88148	0.81097	RANBP6
ENSG00000137033	9	6215805	6257983	135	18	91261	-0.36802	0.64357	IL33
ENSG00000170777	9	6328349	6331900	10	4	91261	-0.80976	0.79096	TPD52L3
ENSG00000147854	9	6413151	6507054	246	19	91261	0.52293	0.30051	UHRF2
ENSG00000215066	9	6467618	6470375	12	3	91261	-2.1228	0.98312	C9orf38
ENSG00000178445	9	6532464	6645650	436	46	91261	-1.3488	0.9113	GLDC
ENSG00000107077	9	6720863	7175648	2064	102	91261	-0.3023	0.61879	KDM4C
ENSG00000137038	9	7796490	7888380	321	36	91261	1.2833	0.099693	TMEM261
ENSG00000153707	9	8314246	10612723	9991	450	91261	-0.78595	0.78405	PTPRD
ENSG00000107165	9	12685439	12710290	62	8	91261	0.88163	0.18899	TYRP1
ENSG00000153714	9	12775020	12822130	159	32	91261	-0.51983	0.69841	LURAP1L
ENSG00000107186	9	13105703	13279589	253	24	91261	1.1261	0.13006	MPDZ
ENSG00000147862	9	14081842	14398982	754	119	91261	1.2359	0.10824	NFIB
ENSG00000175893	9	14611069	14693469	332	30	91261	1.2872	0.09901	ZDHHC21
ENSG00000147869	9	14719722	14722715	14	4	91261	-0.61439	0.73052	CER1
ENSG00000164946	9	14734664	14910993	733	87	91261	-0.42228	0.66359	FREM1
ENSG00000155158	9	15163620	15307358	499	56	91261	-2.2069	0.98634	TTC39B
ENSG00000164975	9	15422702	15465951	118	12	91261	0.72075	0.23553	SNAPC3
ENSG00000164985	9	15464064	15511017	121	17	91261	0.45048	0.32618	PSIP1
ENSG00000164989	9	15552895	16061661	1451	19	91261	0.86714	0.19293	CCDC171
ENSG00000205549	9	16203933	16276311	314	43	91261	1.0144	0.15521	C9orf92
ENSG00000173068	9	16409501	16870841	1425	78	91261	-0.22036	0.5872	BNC2
ENSG00000044459	9	17134980	17503921	1309	36	91261	-0.75477	0.77481	CNTLN
ENSG00000107295	9	17579080	17797127	1035	50	91261	-0.98807	0.83844	SH3GL2
ENSG00000178031	9	18473892	18910948	1769	128	91261	0.32909	0.37104	ADAMTSL1
ENSG00000155875	9	18927656	19033251	567	25	91261	0.93502	0.17489	FAM154A
ENSG00000155876	9	19049372	19051019	2	1	91261	0.96084	0.16832	RRAGA
ENSG00000147874	9	19053141	19103117	228	19	91261	2.8069	0.0025012	HAUS6
ENSG00000147872	9	19108373	19149288	136	24	91261	2.8582	0.0021299	PLIN2
ENSG00000137145	9	19230433	19374139	428	25	91261	0.13574	0.44601	DENND4C
ENSG00000137154	9	19375713	19380252	10	3	91261	0.78459	0.21635	RPS6
ENSG00000177076	9	19408925	19452018	113	13	91261	-0.36853	0.64376	ACER2
ENSG00000155886	9	19507450	19786926	821	61	91261	-0.64622	0.74093	SLC24A2
ENSG00000171843	9	20341663	20622542	487	58	91261	1.3438	0.089506	MLLT3
ENSG00000188352	9	20658308	20995954	890	37	91261	-0.19032	0.57547	FOCAD
ENSG00000188921	9	20995306	21031635	136	15	91261	0.53327	0.29692	PTPLAD2
ENSG00000171855	9	21077104	21077943	1	1	91261	0.62984	0.2644	IFNB1
ENSG00000177047	9	21140631	21142144	3	2	91261	1.6591	0.048545	IFNW1
ENSG00000137080	9	21165636	21166659	3	2	91261	-0.57472	0.71726	IFNA21
ENSG00000236637	9	21186617	21187598	4	2	91261	-0.46993	0.6808	IFNA4
ENSG00000186803	9	21206180	21207142	4	2	91261	0.26166	0.39679	IFNA10
ENSG00000147885	9	21216372	21217310	6	1	91261	0.64865	0.25828	IFNA16
ENSG00000234829	9	21227242	21228221	4	1	91261	0.25854	0.398	IFNA17
ENSG00000228083	9	21239201	21239978	1	1	91261	0.98586	0.1621	IFNA14
ENSG00000147873	9	21304613	21305312	1	1	91261	1.2652	0.1029	IFNA5
ENSG00000198642	9	21329670	21335379	10	2	91261	0.72827	0.23323	KLHL9
ENSG00000120235	9	21349834	21351377	4	1	91261	0.73143	0.23226	IFNA6
ENSG00000233816	9	21367371	21368075	1	1	91261	0.38667	0.3495	IFNA13
ENSG00000188379	9	21384254	21385396	1	1	91261	-0.64736	0.7413	IFNA2
ENSG00000120242	9	21409146	21410184	1	1	91261	0.72639	0.2338	IFNA8
ENSG00000197919	9	21440440	21441315	3	2	91261	0.4149	0.33911	IFNA1
ENSG00000184995	9	21480841	21482312	3	1	91261	0.23907	0.40553	IFNE
ENSG00000099810	9	21802542	21931646	290	26	91261	1.3294	0.091864	MTAP
ENSG00000264545	9	21802635	22032985	471	57	91261	0.90227	0.18346	RP11-145E5.5
ENSG00000147889	9	21967751	21995300	36	10	91261	0.32962	0.37084	CDKN2A
ENSG00000147883	9	22002902	22009362	8	3	91261	-0.26069	0.60284	CDKN2B
ENSG00000176399	9	22446840	22455739	22	7	91261	-1.8668	0.96904	DMRTA1
ENSG00000107105	9	23690102	23826335	355	36	91261	0.94048	0.17349	ELAVL2
ENSG00000205442	9	24542950	24545944	7	2	91261	0.28561	0.38759	IZUMO3
ENSG00000198680	9	25676396	25678856	17	4	91261	-0.20727	0.5821	TUSC1
ENSG00000120159	9	26840683	26892802	118	19	91261	0.83836	0.20091	CAAP1
ENSG00000137055	9	26904081	26947461	143	15	91261	0.39919	0.34488	PLAA
ENSG00000096872	9	26947037	27062928	299	23	91261	0.6474	0.25869	IFT74
ENSG00000184434	9	26993134	27005691	35	10	91261	0.67559	0.24965	LRRC19
ENSG00000120156	9	27109139	27230173	667	64	91261	0.66733	0.25228	TEK
ENSG00000120160	9	27284656	27297137	57	9	91261	0.38429	0.35038	EQTN
ENSG00000120162	9	27325207	27529779	713	78	91261	-0.33603	0.63158	MOB3B
ENSG00000147896	9	27524312	27526496	12	5	91261	0.54337	0.29344	IFNK
ENSG00000147894	9	27546544	27573864	107	15	91261	0.497	0.30959	C9orf72
ENSG00000174482	9	27948076	28670283	2525	173	91261	1.1213	0.13107	LINGO2
ENSG00000122729	9	32384618	32454767	176	28	91261	0.031915	0.48727	ACO1
ENSG00000107201	9	32455300	32526322	181	18	91261	0.22896	0.40945	DDX58
ENSG00000197579	9	32540542	32552551	18	6	91261	0.14618	0.44189	TOPORS
ENSG00000165264	9	32552997	32573160	43	7	91261	0.33625	0.36834	NDUFB6
ENSG00000241043	9	32566787	32568619	6	3	91261	-0.075285	0.53001	GVQW1
ENSG00000122728	9	32629452	32635667	8	5	91261	-1.9556	0.97475	TAF1L
ENSG00000188133	9	32783497	32787397	9	4	91261	-0.86119	0.80543	TMEM215
ENSG00000137074	9	32972604	33025166	239	9	91261	0.063627	0.47463	APTX
ENSG00000086061	9	33025209	33039905	57	9	91261	-0.031315	0.51249	DNAJA1
ENSG00000122692	9	33041762	33076665	102	14	91261	0.25852	0.398	SMU1
ENSG00000086062	9	33104080	33167354	234	25	91261	-0.040525	0.51616	B4GALT1
ENSG00000122711	9	33218363	33248565	111	10	91261	0.036313	0.48552	SPINK4
ENSG00000107262	9	33247818	33264761	20	4	91261	-0.35524	0.63879	BAG1
ENSG00000086065	9	33264940	33281977	20	4	91261	0.1831	0.42736	CHMP5
ENSG00000086102	9	33290509	33371155	115	19	91261	0.56535	0.28592	NFX1
ENSG00000165269	9	33384765	33402643	37	10	91261	0.25274	0.40023	AQP7
ENSG00000165272	9	33441152	33447609	18	7	91261	1.6459	0.049897	AQP3
ENSG00000165271	9	33461439	33473928	31	9	91261	2.0104	0.022196	NOL6
ENSG00000230453	9	33524392	33573007	150	22	91261	0.28596	0.38745	ANKRD18B
ENSG00000010438	9	33750515	33799230	126	19	91261	0.070004	0.4721	PRSS3
ENSG00000107341	9	33817565	33920402	248	20	91261	0.96157	0.16813	UBE2R2
ENSG00000137073	9	33921691	34048947	364	18	91261	0.88513	0.18804	UBAP2
ENSG00000198876	9	34086385	34127397	118	14	91261	0.15267	0.43933	DCAF12
ENSG00000165006	9	34179003	34252521	151	14	91261	0.89424	0.1856	UBAP1
ENSG00000186638	9	34252379	34329198	152	15	91261	1.0463	0.14772	KIF24
ENSG00000164978	9	34329504	34343709	33	7	91261	0.66961	0.25155	NUDT2
ENSG00000164976	9	34366668	34376851	25	7	91261	0.78357	0.21665	KIAA1161
ENSG00000164972	9	34379017	34397830	35	8	91261	0.52334	0.30037	C9orf24
ENSG00000164970	9	34398182	34458568	143	19	91261	1.8968	0.028925	FAM219A
ENSG00000122735	9	34457412	34520982	108	16	91261	1.0176	0.15444	DNAI1
ENSG00000168913	9	34521038	34523039	5	3	91261	0.25543	0.3992	ENHO
ENSG00000122756	9	34551430	34590121	109	17	91261	-0.19921	0.57895	CNTFR
ENSG00000164967	9	34610483	34612101	2	1	91261	-1.0891	0.86194	RPP25L
ENSG00000137100	9	34613548	34620515	5	2	91261	-1.1828	0.88157	DCTN3
ENSG00000205143	9	34621376	34628104	12	4	91261	-0.52677	0.70082	ARID3C
ENSG00000147955	9	34634719	34637806	6	3	91261	0.35298	0.36205	SIGMAR1
ENSG00000213930	9	34638130	34651032	24	7	91261	-0.47271	0.68179	GALT
ENSG00000258728	9	34646642	34657110	15	5	91261	-1.2754	0.89891	GALT
ENSG00000137070	9	34650699	34661889	14	5	91261	-0.89888	0.81564	IL11RA
ENSG00000213927	9	34661877	34664045	5	2	91261	-1.5343	0.93752	CCL27
ENSG00000187186	9	34664160	34666109	5	3	91261	-1.5089	0.93434	RP11-195F19.5
ENSG00000172724	9	34689564	34691274	4	2	91261	-0.76679	0.7784	CCL19
ENSG00000137077	9	34709002	34710121	1	1	91261	-0.12036	0.5479	CCL21
ENSG00000205108	9	34723052	34729464	19	5	91261	0.053078	0.47883	FAM205A
ENSG00000122733	9	34957484	34982541	46	12	91261	0.40021	0.3445	KIAA1045
ENSG00000137094	9	34989638	34998897	10	6	91261	1.2058	0.11395	DNAJB5
ENSG00000174038	9	35041092	35045988	8	4	91261	-0.38439	0.64965	C9orf131
ENSG00000269510	9	35042390	35042824	1	1	91261	-1.0944	0.8631	FLJ00273
ENSG00000165280	9	35056061	35073246	34	8	91261	-0.013092	0.50522	VCP
ENSG00000221829	9	35073832	35080013	9	4	91261	-0.39802	0.65469	FANCG
ENSG00000165282	9	35088685	35096591	10	5	91261	-1.3144	0.90564	PIGO
ENSG00000165283	9	35099888	35103154	4	1	91261	-0.21264	0.5842	STOML2
ENSG00000005238	9	35104109	35116338	20	7	91261	-2.6954	0.99649	FAM214B
ENSG00000198722	9	35161999	35405335	357	23	91261	-0.32067	0.62577	UNC13B
ENSG00000268482	9	35361056	35361262	1	1	91261	0.08231	0.4672	AL160274.1
ENSG00000198853	9	35490124	35561895	106	16	91261	1.0408	0.14898	RUSC2
ENSG00000215187	9	35561828	35563896	3	2	91261	0.57357	0.28313	FAM166B
ENSG00000107140	9	35605367	35610038	5	2	91261	0.82724	0.20405	TESK1
ENSG00000137101	9	35609530	35646807	89	18	91261	1.1176	0.13187	CD72
ENSG00000137078	9	35649292	35650937	2	1	91261	2.2745	0.011468	SIT1
ENSG00000159884	9	35658301	35661508	16	4	91261	0.66955	0.25157	CCDC107
ENSG00000137135	9	35658872	35675863	42	7	91261	0.56782	0.28508	ARHGEF39
ENSG00000107159	9	35673853	35681156	18	6	91261	0.86312	0.19404	CA9
ENSG00000198467	9	35681989	35691017	27	7	91261	-0.071168	0.52837	TPM2
ENSG00000137076	9	35696945	35732392	47	11	91261	0.94455	0.17245	TLN1
ENSG00000107175	9	35732332	35737001	7	4	91261	0.26602	0.39511	CREB3
ENSG00000070610	9	35736863	35749983	13	7	91261	0.83661	0.20141	GBA2
ENSG00000107185	9	35749203	35758572	15	5	91261	0.0084525	0.49663	RGP1
ENSG00000215183	9	35752987	35756610	4	2	91261	-0.34001	0.63308	MSMP
ENSG00000159899	9	35792151	35809729	29	4	91261	-0.21122	0.58364	NPR2
ENSG00000137098	9	35808042	35812269	4	2	91261	0.21736	0.41396	SPAG8
ENSG00000137133	9	35812957	35815351	2	1	91261	-0.084345	0.53361	HINT2
ENSG00000137103	9	35814448	35854844	69	11	91261	0.09031	0.46402	TMEM8B
ENSG00000204930	9	35816388	35828744	22	6	91261	0.98655	0.16193	FAM221B
ENSG00000168828	9	35869375	35870461	2	1	91261	0.027417	0.48906	OR13J1
ENSG00000196196	9	35906189	35907138	5	3	91261	0.35553	0.3611	HRCT1
ENSG00000122718	9	35957105	35958151	4	1	91261	0.40864	0.3414	OR2S2
ENSG00000122707	9	36036430	36124448	161	20	91261	-1.4731	0.92964	RECK
ENSG00000122694	9	36136732	36163910	78	18	91261	-0.5797	0.71894	GLIPR2
ENSG00000185972	9	36169389	36171329	6	3	91261	-1.8802	0.96996	CCIN
ENSG00000122705	9	36190853	36304778	311	23	91261	-1.1382	0.87249	CLTA
ENSG00000159921	9	36214438	36277053	164	16	91261	-1.1824	0.88149	GNE
ENSG00000137075	9	36336393	36487545	220	28	91261	0.27787	0.39056	RNF38
ENSG00000165304	9	36572859	36677678	157	10	91261	0.80419	0.21064	MELK
ENSG00000196092	9	36833272	37034103	733	65	91261	0.38647	0.34958	PAX5
ENSG00000147905	9	37120536	37358146	296	18	91261	0.54881	0.29157	ZCCHC7
ENSG00000137106	9	37422663	37436987	26	7	91261	-0.82544	0.79544	GRHPR
ENSG00000168795	9	37438111	37465396	45	13	91261	-0.45647	0.67597	ZBTB5
ENSG00000137054	9	37485932	37503694	112	5	91261	1.9088	0.028144	POLR1E
ENSG00000147912	9	37510889	37588871	220	27	91261	1.1813	0.11874	FBXO10
ENSG00000256966	9	37512544	37592466	229	28	91261	1.1652	0.12197	RP11-613M10.8
ENSG00000175768	9	37582643	37592639	22	4	91261	1.5111	0.065387	TOMM5
ENSG00000255872	9	37588410	38068684	1340	55	91261	-0.14391	0.55721	RP11-613M10.9
