# MEAN_SAMPLE_SIZE = 91261
# TOTAL_GENES = 18735
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_positive_regulation...462       SET      17     0.058927    0.0017743      0.17944      0.37131 GO_bp:go_positive_regulation_of_lymphocyte_apoptotic_process
GO_bp:go_nucleotide_phosphor...          SET      19    -0.078323    -0.002493      0.16658      0.68088 GO_bp:go_nucleotide_phosphorylation
GO_bp:go_positive_regulation...306       SET      58      0.10939     0.006077     0.092653      0.11889 GO_bp:go_positive_regulation_of_gene_expression_epigenetic
GO_bp:go_glutamate_secretion             SET      44     0.024394    0.0011808      0.12672      0.42368 GO_bp:go_glutamate_secretion
GO_bp:go_positive_regulation...648       SET      89       0.2017     0.013869     0.082316     0.007141 GO_bp:go_positive_regulation_of_protein_binding
GO_bp:go_regulation_of_vascu...9         SET      14      0.11184    0.0030562      0.24196      0.32196 GO_bp:go_regulation_of_vasculogenesis
GO_bp:go_lens_fiber_cell_dif...          SET      31      0.24861     0.010105      0.16481     0.065727 GO_bp:go_lens_fiber_cell_differentiation
GO_bp:go_sensory_perception              SET     842     0.019428    0.0040253     0.033182      0.27911 GO_bp:go_sensory_perception
GO_bp:go_hepaticobiliary_sys...          SET     135       0.1509     0.012764     0.070192      0.01579 GO_bp:go_hepaticobiliary_system_development
GO_bp:go_fatty_acid_cataboli...          SET     102     -0.10322   -0.0075956     0.076727      0.91072 GO_bp:go_fatty_acid_catabolic_process
GO_bp:go_regulation_of_vesic...1         SET      29     0.088296    0.0034713      0.15331      0.28233 GO_bp:go_regulation_of_vesicle_fusion
GO_bp:go_regulation_of_lipid...6         SET      46   -0.0038379  -0.00018994      0.12627      0.51212 GO_bp:go_regulation_of_lipid_storage
GO_bp:go_carbohydrate_transp...          SET     143     0.072566    0.0063157     0.068072      0.14321 GO_bp:go_carbohydrate_transport
GO_bp:go_regulation_of_cellu...18        SET     248     0.047216    0.0053964     0.053902      0.19053 GO_bp:go_regulation_of_cellular_response_to_growth_factor_stimulus
GO_bp:go_embryonic_hemopoies...          SET      20      0.38865     0.012692      0.21207     0.033433 GO_bp:go_embryonic_hemopoiesis
GO_bp:go_embryo_development_...          SET     599     0.080567     0.014174     0.035156     0.010968 GO_bp:go_embryo_development_ending_in_birth_or_egg_hatching
GO_bp:go_antigen_processing_...12        SET      94     0.084533    0.0059729     0.086485      0.16419 GO_bp:go_antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_mhc_class_ii
GO_bp:go_response_to_ionizin...          SET     146       0.0665    0.0058477     0.065608       0.1554 GO_bp:go_response_to_ionizing_radiation
GO_bp:go_epithelium_developm...          SET    1201     0.051874     0.012706     0.026308     0.024323 GO_bp:go_epithelium_development
GO_bp:go_positive_regulation...733       SET      13     -0.18158   -0.0047815      0.21145      0.80475 GO_bp:go_positive_regulation_of_sequestering_of_calcium_ion
GO_bp:go_secondary_metabolit...          SET      25     0.030668    0.0011196      0.15746      0.42279 GO_bp:go_secondary_metabolite_biosynthetic_process
GO_bp:go_cell_migration_invo...2         SET      17     0.070952    0.0021364      0.22088      0.37402 GO_bp:go_cell_migration_involved_in_heart_development
GO_bp:go_protein_localizatio...15        SET      52    -0.022147   -0.0011652      0.10193        0.586 GO_bp:go_protein_localization_to_cytoskeleton
GO_bp:go_nuclear_envelope_re...          SET      17     -0.23852   -0.0071817      0.21554      0.86575 GO_bp:go_nuclear_envelope_reassembly
GO_bp:go_intrinsic_apoptotic...4         SET      41      0.15405    0.0071986      0.11787     0.095631 GO_bp:go_intrinsic_apoptotic_signaling_pathway_in_response_to_dna_damage_by_p53_class_mediator
GO_bp:go_regulation_of_autop...3         SET     301   -0.0010777  -0.00013551     0.046085      0.50933 GO_bp:go_regulation_of_autophagy
GO_bp:go_phospholipid_metabo...          SET     248      0.07023    0.0080267     0.050785      0.08336 GO_bp:go_phospholipid_metabolic_process
GO_bp:go_ammonium_ion_metabo...          SET      60      0.18363     0.010376      0.10598     0.041591 GO_bp:go_ammonium_ion_metabolic_process
GO_bp:go_regulation_of_inter...7         SET      25      0.17875    0.0065255      0.17173      0.14897 GO_bp:go_regulation_of_interleukin_4_production
GO_bp:go_ncrna_catabolic_pro...          SET      30    -0.061478   -0.0024582      0.15651      0.65277 GO_bp:go_ncrna_catabolic_process
GO_bp:go_regulation_of_fat_c...          SET     117     0.097714     0.007698      0.07675      0.10149 GO_bp:go_regulation_of_fat_cell_differentiation
GO_bp:go_glutamine_family_am...1         SET      15      0.16594    0.0046936      0.20967      0.21435 GO_bp:go_glutamine_family_amino_acid_biosynthetic_process
GO_bp:go_bundle_of_his_cell_...1         SET      14      0.46984     0.012839      0.25425     0.032316 GO_bp:go_bundle_of_his_cell_to_purkinje_myocyte_communication
GO_bp:go_regulation_of_cell_...29        SET      22    -0.060536   -0.0020733      0.16979      0.63928 GO_bp:go_regulation_of_cell_maturation
GO_bp:go_negative_regulation...106       SET     310   -0.0098619   -0.0012581     0.047683      0.58192 GO_bp:go_negative_regulation_of_cell_development
GO_bp:go_mammary_gland_morph...          SET      45      0.23504     0.011506      0.12798     0.033142 GO_bp:go_mammary_gland_morphogenesis
GO_bp:go_cellular_protein_co...1         SET     210    -0.069823    -0.007351     0.053059       0.9059 GO_bp:go_cellular_protein_complex_disassembly
GO_bp:go_ureter_development              SET      16     0.045245    0.0013217      0.21454      0.41649 GO_bp:go_ureter_development
GO_bp:go_body_morphogenesis              SET      47       0.1862    0.0093146      0.11222     0.048545 GO_bp:go_body_morphogenesis
GO_bp:go_somatic_stem_cell_p...          SET      69     0.051392    0.0031132     0.094388      0.29306 GO_bp:go_somatic_stem_cell_population_maintenance
GO_bp:go_cytoplasmic_microtu...          SET      51     0.058305     0.003038      0.10505      0.28944 GO_bp:go_cytoplasmic_microtubule_organization
GO_bp:go_positive_regulation...225       SET      14      0.37624     0.010281      0.21578     0.040619 GO_bp:go_positive_regulation_of_dna_damage_response_signal_transduction_by_p53_class_mediator
GO_bp:go_protein_activation_...          SET      26    -0.059984   -0.0022331      0.17144      0.63678 GO_bp:go_protein_activation_cascade
GO_bp:go_positive_regulation...627       SET      57      0.02642    0.0014551      0.11056      0.40556 GO_bp:go_positive_regulation_of_phospholipase_activity
GO_bp:go_negative_regulation...512       SET      50     -0.08683   -0.0044798      0.12199      0.76169 GO_bp:go_negative_regulation_of_peptidyl_tyrosine_phosphorylation
GO_bp:go_regulation_of_colla...3         SET      19      0.15715     0.005002      0.20347      0.21997 GO_bp:go_regulation_of_collateral_sprouting
GO_bp:go_establishment_or_ma...5         SET      19     0.006694   0.00021307      0.17539      0.48478 GO_bp:go_establishment_or_maintenance_of_monopolar_cell_polarity
GO_bp:go_neuron_recognition              SET      47    -0.069352   -0.0034693      0.13404      0.69756 GO_bp:go_neuron_recognition
GO_bp:go_nucleoside_diphosph...3         SET      26    -0.059328   -0.0022087      0.16674        0.639 GO_bp:go_nucleoside_diphosphate_metabolic_process
GO_bp:go_microtubule_polymer...2         SET     102     -0.11879   -0.0087415     0.074642      0.94424 GO_bp:go_microtubule_polymerization_or_depolymerization
GO_bp:go_response_to_ammoniu...          SET     126     0.094952    0.0077608     0.074535      0.10135 GO_bp:go_response_to_ammonium_ion
GO_bp:go_negative_regulation...568       SET     309      0.01888    0.0024046     0.047491      0.34549 GO_bp:go_negative_regulation_of_proteolysis
GO_bp:go_pinocytosis                     SET      20     0.044542    0.0014546      0.17779      0.40109 GO_bp:go_pinocytosis
GO_bp:go_regulation_of_epith...1         SET      71      0.11002      0.00676      0.10248      0.14153 GO_bp:go_regulation_of_epithelial_cell_apoptotic_process
GO_bp:go_phosphatidylcholine...4         SET      40      0.17069    0.0078787         0.13     0.094605 GO_bp:go_phosphatidylcholine_metabolic_process
GO_bp:go_lung_epithelium_dev...          SET      36      0.22411     0.009815      0.14796      0.06494 GO_bp:go_lung_epithelium_development
GO_bp:go_metencephalon_devel...          SET     103    -0.054865   -0.0040569     0.076481      0.76342 GO_bp:go_metencephalon_development
GO_bp:go_g_protein_coupled_p...1         SET      10       1.1326     0.026161      0.33308   0.00033706 GO_bp:go_g_protein_coupled_purinergic_nucleotide_receptor_signaling_pathway
GO_bp:go_actin_filament_bund...          SET     144     0.081495    0.0071174     0.069402      0.12016 GO_bp:go_actin_filament_bundle_organization
GO_bp:go_cellular_response_t...120       SET      46     -0.08559    -0.004236       0.1087      0.78448 GO_bp:go_cellular_response_to_virus
GO_bp:go_cytoplasmic_mrna_pr...          SET      20     -0.24101   -0.0078706      0.18219      0.90705 GO_bp:go_cytoplasmic_mrna_processing_body_assembly
GO_bp:go_respiratory_gaseous...          SET      60       0.1048    0.0059212      0.12047      0.19219 GO_bp:go_respiratory_gaseous_exchange
GO_bp:go_negative_regulation...558       SET      75      0.15144    0.0095625     0.092567     0.050933 GO_bp:go_negative_regulation_of_protein_modification_by_small_protein_conjugation_or_removal
GO_bp:go_amino_acid_activati...          SET      49      0.17075    0.0087212      0.10529     0.052433 GO_bp:go_amino_acid_activation
GO_bp:go_dendritic_cell_diff...          SET      40      0.37598     0.017355      0.13484    0.0026514 GO_bp:go_dendritic_cell_differentiation
GO_bp:go_natural_killer_cell...6         SET      22      0.36424     0.012475      0.17229     0.017259 GO_bp:go_natural_killer_cell_differentiation
GO_bp:go_bone_trabecula_morp...          SET      13     0.022966   0.00060476      0.21277      0.45702 GO_bp:go_bone_trabecula_morphogenesis
GO_bp:go_regulation_of_infla...2         SET      23    0.0014169   4.9616e-05      0.17505      0.49677 GO_bp:go_regulation_of_inflammatory_response_to_antigenic_stimulus
GO_bp:go_regulation_of_prote...2         SET     113      0.06322    0.0048951      0.07197      0.18987 GO_bp:go_regulation_of_proteasomal_ubiquitin_dependent_protein_catabolic_process
GO_bp:go_negative_regulation...466       SET     210    -0.040852   -0.0043009     0.057139      0.76268 GO_bp:go_negative_regulation_of_neuron_differentiation
GO_bp:go_regulation_of_skele...8         SET      48    -0.077055   -0.0038954      0.11404      0.75038 GO_bp:go_regulation_of_skeletal_muscle_tissue_development
GO_bp:go_muscle_tissue_devel...          SET     369     0.078163     0.010861     0.043228       0.0353 GO_bp:go_muscle_tissue_development
GO_bp:go_negative_regulation...537       SET      13    0.0015696   4.1333e-05      0.25176      0.49751 GO_bp:go_negative_regulation_of_protein_autophosphorylation
GO_bp:go_acid_secretion                  SET     121    0.0094181   0.00075446     0.074142      0.44946 GO_bp:go_acid_secretion
GO_bp:go_positive_regulation...16        SET      97      0.12562    0.0090157     0.085449     0.070776 GO_bp:go_positive_regulation_of_adaptive_immune_response
GO_bp:go_regulation_of_osteo...3         SET      61     0.087801     0.005002      0.10321      0.19747 GO_bp:go_regulation_of_osteoclast_differentiation
GO_bp:go_regulation_of_prote...7         SET     205      0.04414    0.0045921     0.054337       0.2083 GO_bp:go_regulation_of_protein_binding
GO_bp:go_cardiac_septum_deve...          SET     105      0.20871     0.015581     0.084795    0.0069261 GO_bp:go_cardiac_septum_development
GO_bp:go_regulation_of_icosa...          SET      18      0.17168     0.005319      0.19853      0.19359 GO_bp:go_regulation_of_icosanoid_secretion
GO_bp:go_l_alpha_amino_acid_...          SET      47     -0.12959   -0.0064827      0.12599      0.84815 GO_bp:go_l_alpha_amino_acid_transmembrane_transport
GO_bp:go_regulation_of_histo...13        SET      60      0.23757     0.013423     0.096876    0.0071018 GO_bp:go_regulation_of_histone_methylation
GO_bp:go_positive_regulation...508       SET      15    -0.030673  -0.00086759      0.19319      0.56307 GO_bp:go_positive_regulation_of_mitochondrial_fission
GO_bp:go_antimicrobial_humor...2         SET     103    -0.080062   -0.0059201     0.083162      0.83215 GO_bp:go_antimicrobial_humoral_response
GO_bp:go_epidermis_morphogen...          SET      28     -0.11272   -0.0043544      0.17078      0.74537 GO_bp:go_epidermis_morphogenesis
GO_bp:go_intermediate_filame...1         SET      46      -0.1815   -0.0089827      0.11921      0.93606 GO_bp:go_intermediate_filament_based_process
GO_bp:go_cognition                       SET     278    -0.025376   -0.0030682     0.049781      0.69489 GO_bp:go_cognition
GO_bp:go_response_to_zinc_ion            SET      49     0.015391   0.00078612      0.12033      0.44911 GO_bp:go_response_to_zinc_ion
GO_bp:go_axis_specification              SET      77    -0.037784   -0.0024174      0.10295       0.6432 GO_bp:go_axis_specification
GO_bp:go_phosphatidylinosito...6         SET      98     0.015332     0.001106     0.078832       0.4229 GO_bp:go_phosphatidylinositol_metabolic_process
GO_bp:go_cell_part_morphogen...          SET     639     0.029116    0.0052848     0.033708      0.19386 GO_bp:go_cell_part_morphogenesis
GO_bp:go_pigment_granule_loc...          SET      24    -0.057938   -0.0020724      0.16618      0.63632 GO_bp:go_pigment_granule_localization
GO_bp:go_vascular_endothelia...4         SET      35     -0.11825   -0.0051064      0.15418      0.77844 GO_bp:go_vascular_endothelial_growth_factor_signaling_pathway
GO_bp:go_response_to_organop...          SET     133     0.008323   0.00069878     0.069609      0.45241 GO_bp:go_response_to_organophosphorus
GO_bp:go_axo_dendritic_trans...          SET      62    -0.061744   -0.0035462     0.098008      0.73564 GO_bp:go_axo_dendritic_transport
GO_bp:go_skeletal_muscle_tis...2         SET      34     0.024972    0.0010629      0.13835      0.42839 GO_bp:go_skeletal_muscle_tissue_regeneration
GO_bp:go_polysaccharide_bios...          SET      71      0.01111   0.00068263     0.096914      0.45437 GO_bp:go_polysaccharide_biosynthetic_process
GO_bp:go_gland_morphogenesis             SET     116       0.1202     0.009429     0.079909     0.066273 GO_bp:go_gland_morphogenesis
GO_bp:go_negative_regulation...13        SET      43      0.20595    0.0098556      0.12639     0.051621 GO_bp:go_negative_regulation_of_adaptive_immune_response
GO_bp:go_regulation_of_syste...3         SET      17     -0.26228   -0.0078973      0.24585      0.85697 GO_bp:go_regulation_of_systemic_arterial_blood_pressure_by_circulatory_renin_angiotensin
GO_bp:go_ribosome_biogenesis             SET     264     0.035143    0.0041423     0.043874      0.21158 GO_bp:go_ribosome_biogenesis
GO_bp:go_b_cell_homeostasis              SET      27     -0.13598   -0.0051586      0.16483       0.7953 GO_bp:go_b_cell_homeostasis
GO_bp:go_ire1_mediated_unfol...          SET      62     0.071137    0.0040856     0.091586      0.21867 GO_bp:go_ire1_mediated_unfolded_protein_response
GO_bp:go_positive_regulation...79        SET      24      0.23584    0.0084357      0.16763     0.079741 GO_bp:go_positive_regulation_of_calcium_ion_dependent_exocytosis
GO_bp:go_positive_regulation...242       SET      91     -0.02408   -0.0016742     0.084413      0.61228 GO_bp:go_positive_regulation_of_endocytosis
GO_bp:go_mrna_splice_site_se...          SET      31      0.21937    0.0089162      0.12665     0.041637 GO_bp:go_mrna_splice_site_selection
GO_bp:go_regulation_of_trans...18        SET      17     -0.19735   -0.0059423      0.20408      0.83323 GO_bp:go_regulation_of_translation_in_response_to_stress
GO_bp:go_phenol_containing_c...1         SET      40     0.016483   0.00076083      0.13731      0.45223 GO_bp:go_phenol_containing_compound_biosynthetic_process
GO_bp:go_positive_regulation...268       SET      27      0.17198    0.0065241      0.17064      0.15678 GO_bp:go_positive_regulation_of_erythrocyte_differentiation
GO_bp:go_dendritic_cell_migr...          SET      27    -0.037733   -0.0014315      0.16011      0.59315 GO_bp:go_dendritic_cell_migration
GO_bp:go_sensory_perception_...10        SET      21      0.20249    0.0067756      0.18474      0.13654 GO_bp:go_sensory_perception_of_temperature_stimulus
GO_bp:go_lysosomal_transport             SET      96     0.046374    0.0033112     0.082549      0.28714 GO_bp:go_lysosomal_transport
GO_bp:go_positive_regulation...223       SET      64      0.12063    0.0070388     0.096341      0.10527 GO_bp:go_positive_regulation_of_dna_biosynthetic_process
GO_bp:go_positive_regulation...468       SET      28     0.029748    0.0011492      0.16535      0.42861 GO_bp:go_positive_regulation_of_macrophage_activation
GO_bp:go_regulation_of_calci...9         SET      93      -0.1316   -0.0092489     0.087341      0.93405 GO_bp:go_regulation_of_calcium_mediated_signaling
GO_bp:go_regulation_of_alpha...1         SET      87     0.053617    0.0036453     0.095012      0.28627 GO_bp:go_regulation_of_alpha_beta_t_cell_activation
GO_bp:go_muscle_organ_develo...          SET     371     0.062592    0.0087207     0.042755     0.071611 GO_bp:go_muscle_organ_development
GO_bp:go_positive_regulation...344       SET     171     0.076899    0.0073133     0.066107      0.12237 GO_bp:go_positive_regulation_of_hemopoiesis
GO_bp:go_outflow_tract_septu...          SET      27      0.33564     0.012733      0.17885     0.030288 GO_bp:go_outflow_tract_septum_morphogenesis
GO_bp:go_regulation_of_mamma...          SET      17     -0.29772   -0.0089645      0.19458      0.93699 GO_bp:go_regulation_of_mammary_gland_epithelial_cell_proliferation
GO_bp:go_myeloid_cell_homeos...          SET     137    -0.059382   -0.0050595     0.070237      0.80107 GO_bp:go_myeloid_cell_homeostasis
GO_bp:go_regulation_of_blood...2         SET     165    0.0083829   0.00078325     0.066902      0.45014 GO_bp:go_regulation_of_blood_pressure
GO_bp:go_regulation_of_morph...1         SET      52       0.1207      0.00635      0.11971      0.15667 GO_bp:go_regulation_of_morphogenesis_of_a_branching_structure
GO_bp:go_response_to_electri...          SET      41     -0.29663    -0.013862      0.11915       0.9936 GO_bp:go_response_to_electrical_stimulus
GO_bp:go_negative_regulation...668       SET      18      0.29592    0.0091681      0.19036     0.060044 GO_bp:go_negative_regulation_of_telomere_maintenance_via_telomerase
GO_bp:go_regulation_of_t_cel...4         SET      16     0.078887    0.0023044      0.21114      0.35435 GO_bp:go_regulation_of_t_cell_chemotaxis
GO_bp:go_regulation_of_erbb_...          SET      89      -0.0857   -0.0058929     0.087211      0.83711 GO_bp:go_regulation_of_erbb_signaling_pathway
GO_bp:go_ventricular_septum_...2         SET      41      0.29251     0.013669      0.14353     0.020787 GO_bp:go_ventricular_septum_morphogenesis
GO_bp:go_positive_regulation...246       SET      13     -0.22242   -0.0058571      0.22708      0.83632 GO_bp:go_positive_regulation_of_endothelial_cell_chemotaxis
GO_bp:go_positive_regulation...249       SET      15     -0.15085   -0.0042667      0.22367      0.74998 GO_bp:go_positive_regulation_of_endothelial_cell_differentiation
GO_bp:go_negative_regulation...625       SET      44     0.095721    0.0046335      0.12903       0.2291 GO_bp:go_negative_regulation_of_smooth_muscle_cell_proliferation
GO_bp:go_tolerance_induction             SET      24      0.14072    0.0050334      0.17674      0.21297 GO_bp:go_tolerance_induction
GO_bp:go_chemical_homeostasis            SET    1096     0.029225     0.006859     0.025642       0.1272 GO_bp:go_chemical_homeostasis
GO_bp:go_synapse_organization            SET     373   -0.0080663   -0.0011268     0.043539      0.57349 GO_bp:go_synapse_organization
GO_bp:go_metanephros_develop...          SET      87     0.099593    0.0067712     0.095758      0.14917 GO_bp:go_metanephros_development
GO_bp:go_regulation_of_micro...3         SET     203    -0.038896   -0.0040269     0.053721      0.76548 GO_bp:go_regulation_of_microtubule_based_process
GO_bp:go_negative_regulation...693       SET      73     0.074564    0.0046455     0.098742      0.22509 GO_bp:go_negative_regulation_of_transporter_activity
GO_bp:go_endosome_organizati...          SET      77    -0.087196   -0.0055787     0.087228      0.84125 GO_bp:go_endosome_organization
GO_bp:go_regulation_of_wound...1         SET     125     0.099537    0.0081034     0.076396     0.096313 GO_bp:go_regulation_of_wound_healing
GO_bp:go_regulation_of_mapk_...          SET     695    0.0083857    0.0015849     0.032122      0.39703 GO_bp:go_regulation_of_mapk_cascade
GO_bp:go_positive_regulation...741       SET      24     -0.32371    -0.011579      0.17473      0.96802 GO_bp:go_positive_regulation_of_skeletal_muscle_tissue_development
GO_bp:go_myeloid_leukocyte_m...2         SET     188     0.075507     0.007526     0.064234      0.11991 GO_bp:go_myeloid_leukocyte_migration
GO_bp:go_collagen_fibril_org...          SET      47   -0.0049019  -0.00024522      0.11998      0.51629 GO_bp:go_collagen_fibril_organization
GO_bp:go_positive_regulation...563       SET      84     0.098928    0.0066095     0.091656      0.14022 GO_bp:go_positive_regulation_of_neuron_death
GO_bp:go_response_to_estradi...          SET     123     0.026714    0.0021574     0.074227      0.35947 GO_bp:go_response_to_estradiol
GO_bp:go_coronary_vasculatur...1         SET      44      0.10026    0.0048531      0.13192      0.22363 GO_bp:go_coronary_vasculature_development
GO_bp:go_cartilage_developme...1         SET     200      0.14166     0.014559     0.059198    0.0083612 GO_bp:go_cartilage_development
GO_bp:go_neuron_projection_e...1         SET     152    -0.083538   -0.0074942     0.066734      0.89467 GO_bp:go_neuron_projection_extension
GO_bp:go_regulation_of_cardi...12        SET      76      0.11584    0.0073629     0.095232      0.11193 GO_bp:go_regulation_of_cardiac_muscle_tissue_development
GO_bp:go_pyrimidine_nucleoti...1         SET      41    -0.053526   -0.0025013      0.12639      0.66403 GO_bp:go_pyrimidine_nucleotide_biosynthetic_process
GO_bp:go_response_to_muscle_...3         SET      18     0.095113    0.0029468      0.18125      0.29988 GO_bp:go_response_to_muscle_stretch
GO_bp:go_negative_regulation...487       SET      12    -0.076338   -0.0019314      0.28727      0.60478 GO_bp:go_negative_regulation_of_oligodendrocyte_differentiation
GO_bp:go_regulation_of_phosp...4         SET     116      0.10962    0.0085992      0.07746     0.078515 GO_bp:go_regulation_of_phosphatidylinositol_3_kinase_signaling
GO_bp:go_response_to_cold                SET      45    -0.045658    -0.002235      0.12972      0.63757 GO_bp:go_response_to_cold
GO_bp:go_negative_regulation...630       SET      17      0.19852    0.0059774      0.22112      0.18466 GO_bp:go_negative_regulation_of_sodium_ion_transport
GO_bp:go_circulatory_system_...2         SET     505     0.044947    0.0072795     0.038673      0.12258 GO_bp:go_circulatory_system_process
GO_bp:go_regulation_of_trigl...3         SET       8      0.67139     0.013871      0.30812     0.014672 GO_bp:go_regulation_of_triglyceride_metabolic_process
GO_bp:go_negative_regulation...273       SET      11    -0.047969    -0.001162      0.24285      0.57829 GO_bp:go_negative_regulation_of_glycoprotein_biosynthetic_process
GO_bp:go_response_to_cocaine             SET      50     0.065482    0.0033784       0.1246      0.29961 GO_bp:go_response_to_cocaine
GO_bp:go_cell_chemotaxis                 SET     275     0.054781    0.0065882     0.051988      0.14601 GO_bp:go_cell_chemotaxis
GO_bp:go_negative_regulation...346       SET      20     -0.02322  -0.00075828      0.17131      0.55391 GO_bp:go_negative_regulation_of_intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator
GO_bp:go_ribonucleotide_cata...          SET      27     0.095656    0.0036288       0.1556      0.26937 GO_bp:go_ribonucleotide_catabolic_process
GO_bp:go_positive_regulation...517       SET       9     -0.19248   -0.0042178      0.27385      0.75892 GO_bp:go_positive_regulation_of_mitotic_sister_chromatid_separation
GO_bp:go_dna_templated_trans...3         SET      70   -0.0096519  -0.00058889     0.078153      0.54914 GO_bp:go_dna_templated_transcription_termination
GO_bp:go_negative_regulation...329       SET      28    -0.044318   -0.0017121      0.14669      0.61871 GO_bp:go_negative_regulation_of_interleukin_1_production
GO_bp:go_positive_regulation...102       SET      63     0.006563   0.00037995       0.1074      0.47564 GO_bp:go_positive_regulation_of_cation_channel_activity
GO_bp:go_regulation_of_prost...2         SET      11      0.11471    0.0027788      0.24517      0.31993 GO_bp:go_regulation_of_prostaglandin_secretion
GO_bp:go_regulation_of_podos...          SET      14     -0.13469   -0.0036806      0.21543      0.73408 GO_bp:go_regulation_of_podosome_assembly
GO_bp:go_cardiac_left_ventri...          SET      14      0.38547     0.010534      0.21326     0.035351 GO_bp:go_cardiac_left_ventricle_morphogenesis
GO_bp:go_negative_regulation...640       SET      33     0.057503    0.0024113      0.14093      0.34163 GO_bp:go_negative_regulation_of_striated_muscle_cell_differentiation
GO_bp:go_response_to_amine               SET      45    -0.023113   -0.0011314      0.12463      0.57356 GO_bp:go_response_to_amine
GO_bp:go_regulation_of_organ...5         SET      54     0.025619    0.0013735      0.10812      0.40634 GO_bp:go_regulation_of_organic_acid_transport
GO_bp:go_regulation_of_dna_d...4         SET      48     0.049466    0.0025006      0.10801       0.3235 GO_bp:go_regulation_of_dna_dependent_dna_replication
GO_bp:go_protein_homotetrame...          SET      81     0.015316    0.0010049     0.082367      0.42625 GO_bp:go_protein_homotetramerization
GO_bp:go_heart_trabecula_mor...          SET      33     0.078861    0.0033069      0.16351       0.3148 GO_bp:go_heart_trabecula_morphogenesis
GO_bp:go_respiratory_chain_c...          SET      24     -0.16006   -0.0057254      0.14982      0.85731 GO_bp:go_respiratory_chain_complex_iv_assembly
GO_bp:go_vesicle_localization            SET     290     0.041979    0.0051823     0.046362      0.18262 GO_bp:go_vesicle_localization
GO_bp:go_positive_regulation...437       SET      27      0.10522    0.0039917      0.14993      0.24141 GO_bp:go_positive_regulation_of_leukocyte_apoptotic_process
GO_bp:go_positive_regulation...123       SET       9      0.11538    0.0025283      0.27265      0.33608 GO_bp:go_positive_regulation_of_cell_fate_commitment
GO_bp:go_forebrain_morphogen...          SET      12     0.080025    0.0020247      0.25151      0.37518 GO_bp:go_forebrain_morphogenesis
GO_bp:go_telomere_capping                SET      50      0.20512     0.010583      0.10461     0.024962 GO_bp:go_telomere_capping
GO_bp:go_prostate_gland_morp...          SET      27       0.1182     0.004484      0.18966      0.26657 GO_bp:go_prostate_gland_morphogenesis
GO_bp:go_negative_regulation...43        SET      39     -0.06552   -0.0029863      0.13004      0.69281 GO_bp:go_negative_regulation_of_axon_extension
GO_bp:go_positive_regulation...855       SET      71     0.013592   0.00083515     0.087451      0.43825 GO_bp:go_positive_regulation_of_type_i_interferon_production
GO_bp:go_regulation_of_stres...          SET     220   0.00068502   7.3796e-05     0.057309      0.49523 GO_bp:go_regulation_of_stress_activated_protein_kinase_signaling_cascade
GO_bp:go_myeloid_cell_develo...          SET      62     0.051503     0.002958      0.10512      0.31209 GO_bp:go_myeloid_cell_development
GO_bp:go_negative_regulation...357       SET     231   -0.0011792  -0.00013013     0.052945      0.50888 GO_bp:go_negative_regulation_of_kinase_activity
GO_bp:go_regulation_of_mitoc...4         SET      59     -0.16814   -0.0094213     0.095434      0.96095 GO_bp:go_regulation_of_mitochondrial_membrane_permeability_involved_in_apoptotic_process
GO_bp:go_intracellular_prote...2         SET    1089    -0.035251   -0.0082484     0.023983      0.92919 GO_bp:go_intracellular_protein_transport
GO_bp:go_regulation_of_histo...2         SET      23      0.26603    0.0093158      0.16046     0.048674 GO_bp:go_regulation_of_histone_deacetylation
GO_bp:go_regulation_of_phosp...1         SET     161      0.10485     0.009678     0.061535     0.044211 GO_bp:go_regulation_of_phosphatase_activity
GO_bp:go_neurotransmitter_up...          SET      40     0.069697    0.0032171      0.12722      0.29191 GO_bp:go_neurotransmitter_uptake
GO_bp:go_microtubule_anchori...1         SET      24     0.078572    0.0028105      0.16766      0.31966 GO_bp:go_microtubule_anchoring
GO_bp:go_cell_division                   SET     570     0.024403    0.0041915     0.032953      0.22949 GO_bp:go_cell_division
GO_bp:go_regulation_of_mrna_...3         SET     192     0.023461    0.0023629     0.056318       0.3385 GO_bp:go_regulation_of_mrna_catabolic_process
GO_bp:go_intermediate_filame...3         SET      20     -0.12038   -0.0039311      0.18727      0.73982 GO_bp:go_intermediate_filament_organization
GO_bp:go_negative_regulation...108       SET      16     0.093593     0.002734      0.18375      0.30525 GO_bp:go_negative_regulation_of_cell_division
GO_bp:go_cellular_response_t...116       SET      77      0.17723     0.011339     0.090102     0.024597 GO_bp:go_cellular_response_to_uv
GO_bp:go_regulation_of_nucle...2         SET     200        0.118     0.012127     0.056332     0.018105 GO_bp:go_regulation_of_nuclear_division
GO_bp:go_response_to_acid_ch...          SET     323    -0.043326   -0.0056398     0.046415       0.8247 GO_bp:go_response_to_acid_chemical
GO_bp:go_response_to_prostag...3         SET      22      0.17543    0.0060081      0.18316      0.16909 GO_bp:go_response_to_prostaglandin_e
